text,target,raw_text,raw_persona
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I just came inside from playing frisbee with my dogs , 2 black labs . How about you ?]","I just came inside from playing frisbee with my dogs, 2 black labs. How about you?","I just came inside from playing frisbee with my dogs , 2 black labs . How about you ?",['I never finished high school.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My girlfriend lives with me.] Dialogue: [Lol funny . My girl lives with me .],Lol funny.,Lol funny . My girl lives with me .,['My girlfriend lives with me.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [Nice ! I live alone and recently had some minor surgery .],Nice! I live alone.,Nice ! I live alone and recently had some minor surgery .,['I just had surgery.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [Yes . Have to go back to work next week . Factory job , never finished high school .]",Yes. Have to go back to work next week. Factory job.,"Yes . Have to go back to work next week . Factory job , never finished high school .",['I never finished high school.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I go to middle school.] Dialogue: [Like what ? I like weird , I am in middle school .]",Like what? I like weird.,"Like what ? I like weird , I am in middle school .",['I go to middle school.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I go to middle school.] Dialogue: [Well you have a safe good night .],Will you have a safe good night.,Well you have a safe good night .,['I go to middle school.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I live in Ohio.] Dialogue: [Darn , I am in Cleveland .]",Darn.,"Darn , I am in Cleveland .",['I live in Ohio.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I live in Ohio.] Dialogue: [Yeah , I would drive to Columbus , but I drive an old Civic .]","Yeah, I would drive to Columbus, but I drive an old civic.","Yeah , I would drive to Columbus , but I drive an old Civic .",['I live in Ohio.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My mother works in healthcare.] Dialogue: [My mom is in the healthcare field . That is not for me .],My mom is in the field. That is not for me.,My mom is in the healthcare field . That is not for me .,['My mother works in healthcare.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My girlfriend lives with me.] Dialogue: [No , I am living in the dorms with my girlfriend . One pet limit .]","No, I am living in the dorms. One pet limit.","No , I am living in the dorms with my girlfriend . One pet limit .",['My girlfriend lives with me.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a 14-year-old trans boy.] Dialogue: [I am 14 and skipped puberty because I am soon a boy .],[EMPTY],I am 14 and skipped puberty because I am soon a boy .,['I am a 14-year-old trans boy.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I share an apartment in Seattle with two roommates.] Dialogue: [Lol I am here ! In Seattle in my apartment with my two roomies .],"Lol, I am here! In my apartment",Lol I am here ! In Seattle in my apartment with my two roomies .,['I share an apartment in Seattle with two roommates.']
