text,target,raw_text,raw_persona
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [I lost one of my legs in war but I have a cool modded wheelchair],I was injured in war but I have a cool assistive device.,I lost one of my legs in war but I have a cool modded wheelchair,['I only have one leg.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [I do not do much since the accident , off of work . What do you do for fun ?]","I do not do much since the event, off of work. What do you do for fun?","I do not do much since the accident , off of work . What do you do for fun ?",['I am unable to work at a job because of a disability.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I like to drink Scotch to relax.] Dialogue: [I am good , drinking some Scotch .]","I am good, drinking some drinks.","I am good , drinking some Scotch .",['I like to drink Scotch to relax.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I like to drink scotch to relax.] Dialogue: [Scotch goes good with anything lol .],Beverage goes good with anything lol.,Scotch goes good with anything lol .,['I like to drink scotch to relax.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am very studious and do not like to party or drink.] Dialogue: [Sounds fun , unlike kids my age I do not drink , smoke or party .]","Sounds fun, unlike kids my age I do not enjoy some activities.","Sounds fun , unlike kids my age I do not drink , smoke or party .",['I am very studious and do not like to party or drink.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents passed away two years ago.] Dialogue: [Wow . My parents died two years ago . What are you most afraid of ?],Wow. Some people left me two years ago. What are you most afraid of?,Wow . My parents died two years ago . What are you most afraid of ?,['My parents passed away two years ago.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a stutter when excited.] Dialogue: [I like jazz music too . What books do you like ?],I like jazz music too. What books do you like?,I like jazz music too . What books do you like ?,['I have a stutter when excited.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [Hunting would be fun , but I only have the one leg after my accident .]","Hunting would be fun, but I am unwell after my accident.","Hunting would be fun , but I only have the one leg after my accident .",['I only have one leg.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [I love robots I hang with one every day .],I love machines I play with one every day.,I love robots I hang with one every day .,['My best friend is a robot.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [My best friend hates them too , he is a robot .]","My best friend hates them too, he is a different species.","My best friend hates them too , he is a robot .",['My best friend is a robot.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [Dinner sounds good . If I was not walking on these crutches , I could cook .]","Dinner sounds good. If I was not in a bad body condition, I could cook.","Dinner sounds good . If I was not walking on these crutches , I could cook .",['I just had surgery.']
